,Document ID,Annotator,Inception Project,Finished Annotation,Corpus,split
54,DTT-1976-04-20-a-i0084,mduring,impresso-newsagencies: DE,True,de,train
55,EZR-1840-01-10-a-i0010,mduring,impresso-newsagencies: DE,True,de,train
56,EZR-1841-03-12-a-i0001,mduring,impresso-newsagencies: DE,True,de,train
57,EZR-1841-12-31-a-i0005,mduring,impresso-newsagencies: DE,True,de,train
58,EZR-1842-06-17-a-i0006,mduring,impresso-newsagencies: DE,True,de,train
59,EZR-1843-03-24-a-i0002,mduring,impresso-newsagencies: DE,True,de,train
60,EZR-1843-12-26-a-i0005,mduring,impresso-newsagencies: DE,True,de,train
61,EZR-1844-03-22-a-i0009,mduring,impresso-newsagencies: DE,True,de,train
62,EZR-1844-08-16-a-i0014,mduring,impresso-newsagencies: DE,True,de,train
63,EZR-1847-01-26-a-i0006,mduring,impresso-newsagencies: DE,True,de,dev
64,EZR-1847-04-13-a-i0007,mduring,impresso-newsagencies: DE,True,de,train
65,EZR-1847-06-15-a-i0009,mduring,impresso-newsagencies: DE,True,de,train
66,EZR-1847-10-29-a-i0004,mduring,impresso-newsagencies: DE,True,de,train
67,EZR-1849-01-19-a-i0006,mduring,impresso-newsagencies: DE,True,de,test
68,EZR-1849-01-30-a-i0009,mduring,impresso-newsagencies: DE,True,de,train
69,FZG-1870-01-15-a-i0014,mduring,impresso-newsagencies: DE,True,de,train
70,FZG-1870-05-14-a-i0011,mduring,impresso-newsagencies: DE,True,de,train
71,FZG-1878-06-08-a-i0014,mduring,impresso-newsagencies: DE,True,de,train
72,FZG-1879-05-31-a-i0002,mduring,impresso-newsagencies: DE,True,de,dev
73,FZG-1879-06-11-a-i0003,mduring,impresso-newsagencies: DE,True,de,train
74,FZG-1879-08-20-a-i0002,mduring,impresso-newsagencies: DE,True,de,train
75,FZG-1880-11-24-a-i0004,mduring,impresso-newsagencies: DE,True,de,train
76,FZG-1881-03-23-a-i0006,mduring,impresso-newsagencies: DE,True,de,dev
77,FZG-1885-12-12-a-i0021,mduring,impresso-newsagencies: DE,True,de,dev
78,FZG-1887-07-02-a-i0025,mduring,impresso-newsagencies: DE,True,de,test
79,FZG-1890-04-01-a-i0001,mduring,impresso-newsagencies: DE,True,de,train
80,FZG-1891-02-17-a-i0005,mduring,impresso-newsagencies: DE,True,de,train
81,FZG-1891-02-28-a-i0004,mduring,impresso-newsagencies: DE,True,de,train
82,FZG-1897-04-08-a-i0007,mduring,impresso-newsagencies: DE,True,de,train
83,FZG-1899-07-01-a-i0004,mduring,impresso-newsagencies: DE,True,de,train
84,FZG-1902-04-22-a-i0026,mduring,impresso-newsagencies: DE,True,de,train
85,FZG-1904-10-29-a-i0026,mduring,impresso-newsagencies: DE,True,de,train
86,FZG-1904-11-26-a-i0017,mduring,impresso-newsagencies: DE,True,de,train
87,FZG-1923-08-04-a-i0031,mduring,impresso-newsagencies: DE,True,de,test
88,FZG-1924-09-11-a-i0015,mduring,impresso-newsagencies: DE,True,de,train
89,FZG-1924-12-06-a-i0045,mduring,impresso-newsagencies: DE,True,de,test
90,FZG-1925-07-07-a-i0013,mduring,impresso-newsagencies: DE,True,de,train
91,FZG-1925-10-20-a-i0026,mduring,impresso-newsagencies: DE,True,de,train
92,FZG-1926-07-03-a-i0023,mduring,impresso-newsagencies: DE,True,de,test
93,FZG-1926-11-19-a-i0020,mduring,impresso-newsagencies: DE,True,de,train
94,FZG-1929-12-06-a-i0015,mduring,impresso-newsagencies: DE,True,de,train
95,FZG-1931-10-08-a-i0008,mduring,impresso-newsagencies: DE,True,de,train
96,FZG-1932-06-07-a-i0014,mduring,impresso-newsagencies: DE,True,de,train
97,FZG-1935-09-25-a-i0006,mduring,impresso-newsagencies: DE,True,de,train
98,FZG-1939-12-23-a-i0036,mduring,impresso-newsagencies: DE,True,de,train
99,FZG-1941-05-16-a-i0033,mduring,impresso-newsagencies: DE,True,de,train
100,FZG-1945-07-03-a-i0008,mduring,impresso-newsagencies: DE,True,de,train
101,FZG-1946-03-12-a-i0019,mduring,impresso-newsagencies: DE,True,de,train
102,FZG-1948-02-04-a-i0021,mduring,impresso-newsagencies: DE,True,de,train
103,FZG-1953-11-25-a-i0005,mduring,impresso-newsagencies: DE,True,de,train
104,FZG-1958-01-17-a-i0034,mduring,impresso-newsagencies: DE,True,de,train
105,FZG-1958-06-16-a-i0046,mduring,impresso-newsagencies: DE,True,de,train
106,FZG-1960-10-25-a-i0012,mduring,impresso-newsagencies: DE,True,de,train
107,FZG-1964-12-22-a-i0028,mduring,impresso-newsagencies: DE,True,de,train
108,FZG-1966-11-23-a-i0016,mduring,impresso-newsagencies: DE,True,de,train
109,FZG-1968-03-08-a-i0021,mduring,impresso-newsagencies: DE,True,de,train
110,FZG-1968-06-15-a-i0099,mduring,impresso-newsagencies: DE,True,de,train
111,FZG-1969-04-23-a-i0033,mduring,impresso-newsagencies: DE,True,de,train
112,FZG-1972-12-11-a-i0035,mduring,impresso-newsagencies: DE,True,de,train
113,FZG-1972-12-14-a-i0002,mduring,impresso-newsagencies: DE,True,de,train
114,FZG-1973-11-28-a-i0077,mduring,impresso-newsagencies: DE,True,de,train
115,FZG-1974-05-16-a-i0081,mduring,impresso-newsagencies: DE,True,de,train
116,FZG-1974-05-20-a-i0052,mduring,impresso-newsagencies: DE,True,de,train
117,FZG-1974-10-14-a-i0050,mduring,impresso-newsagencies: DE,True,de,dev
118,FZG-1975-07-12-a-i0081,mduring,impresso-newsagencies: DE,True,de,train
119,FZG-1977-06-22-a-i0016,mduring,impresso-newsagencies: DE,True,de,train
120,FZG-1977-08-24-a-i0084,mduring,impresso-newsagencies: DE,True,de,test
121,FZG-1978-07-14-a-i0070,mduring,impresso-newsagencies: DE,True,de,train
122,FZG-1983-01-12-a-i0075,mduring,impresso-newsagencies: DE,True,de,train
123,FZG-1983-01-27-a-i0023,mduring,impresso-newsagencies: DE,True,de,train
124,FZG-1983-10-26-a-i0119,mduring,impresso-newsagencies: DE,True,de,train
125,FZG-1984-08-25-a-i0064,mduring,impresso-newsagencies: DE,True,de,train
126,FZG-1984-12-20-a-i0152,mduring,impresso-newsagencies: DE,True,de,train
127,FZG-1985-09-03-a-i0072,mduring,impresso-newsagencies: DE,True,de,train
128,FZG-1985-09-24-a-i0073,mduring,impresso-newsagencies: DE,True,de,train
129,FZG-1987-10-10-a-i0074,mduring,impresso-newsagencies: DE,True,de,train
130,FZG-1988-04-28-a-i0266,mduring,impresso-newsagencies: DE,True,de,test
131,FZG-1988-07-01-a-i0011,mduring,impresso-newsagencies: DE,True,de,train
132,FZG-1989-06-27-a-i0116,mduring,impresso-newsagencies: DE,True,de,train
133,FZG-1989-09-26-a-i0172,mduring,impresso-newsagencies: DE,True,de,train
134,FZG-1989-12-13-a-i0002,mduring,impresso-newsagencies: DE,True,de,train
135,FZG-1990-02-17-a-i0036,mduring,impresso-newsagencies: DE,True,de,train
136,FZG-1990-03-01-a-i0044,mduring,impresso-newsagencies: DE,True,de,train
137,FZG-1990-04-25-a-i0031,mduring,impresso-newsagencies: DE,True,de,train
138,FZG-1990-08-17-a-i0013,mduring,impresso-newsagencies: DE,True,de,train
139,FZG-1990-10-16-a-i0007,mduring,impresso-newsagencies: DE,True,de,train
140,FZG-1990-11-06-a-i0128,mduring,impresso-newsagencies: DE,True,de,train
141,FZG-1991-07-16-a-i0021,mduring,impresso-newsagencies: DE,True,de,train
142,FZG-1991-08-20-a-i0104,mduring,impresso-newsagencies: DE,True,de,train
143,FZG-1992-10-31-a-i0145,mduring,impresso-newsagencies: DE,True,de,test
144,FZG-1993-01-23-a-i0019,mduring,impresso-newsagencies: DE,True,de,train
145,FZG-1993-10-11-a-i0044,mduring,impresso-newsagencies: DE,True,de,train
146,FZG-1995-03-04-a-i0124,mduring,impresso-newsagencies: DE,True,de,train
147,FZG-1995-10-23-a-i0123,mduring,impresso-newsagencies: DE,True,de,train
148,FZG-1999-07-29-a-i0095,mduring,impresso-newsagencies: DE,True,de,train
149,FZG-1999-07-30-a-i0071,mduring,impresso-newsagencies: DE,True,de,train
150,FZG-1999-11-23-a-i0115,mduring,impresso-newsagencies: DE,True,de,train
151,LAB-1853-03-22-a-i0004,lmarxen,impresso-newsagencies: DE,True,de,train
152,LAB-1854-01-07-a-i0004,lmarxen,impresso-newsagencies: DE,True,de,train
153,LAB-1857-05-23-a-i0004,lmarxen,impresso-newsagencies: DE,True,de,train
154,NTS-1856-08-02-a-i0018,lmarxen,impresso-newsagencies: DE,True,de,train
155,NTS-1856-11-13-a-i0005,lmarxen,impresso-newsagencies: DE,True,de,dev
156,NTS-1857-09-23-a-i0010,lmarxen,impresso-newsagencies: DE,True,de,train
157,NTS-1865-12-30-a-i0007,lmarxen,impresso-newsagencies: DE,True,de,train
158,NTS-1872-03-20-a-i0012,lmarxen,impresso-newsagencies: DE,True,de,train
159,NZG-1848-01-15-a-i0002,lmarxen,impresso-newsagencies: DE,True,de,train
160,NZG-1849-09-22-a-i0008,lmarxen,impresso-newsagencies: DE,True,de,train
161,NZG-1850-04-13-a-i0009,lmarxen,impresso-newsagencies: DE,True,de,train
162,OIZ-1937-03-11-a-i0002,lmarxen,impresso-newsagencies: DE,True,de,train
163,SGZ-1844-11-27-a-i0002,mduring,impresso-newsagencies: DE,True,de,train
164,SGZ-1845-11-15-a-i0002,mduring,impresso-newsagencies: DE,True,de,train
165,SGZ-1847-01-06-a-i0013,mduring,impresso-newsagencies: DE,True,de,train
166,SGZ-1847-11-23-a-i0003,mduring,impresso-newsagencies: DE,True,de,train
167,SGZ-1851-11-30-a-i0005,mduring,impresso-newsagencies: DE,True,de,train
168,SGZ-1853-01-15-a-i0010,mduring,impresso-newsagencies: DE,True,de,train
169,SGZ-1853-02-25-a-i0011,mduring,impresso-newsagencies: DE,True,de,train
170,SGZ-1853-10-26-a-i0001,mduring,impresso-newsagencies: DE,True,de,test
171,SGZ-1853-11-30-a-i0010,mduring,impresso-newsagencies: DE,True,de,train
172,SGZ-1855-02-08-a-i0018,mduring,impresso-newsagencies: DE,True,de,dev
173,SGZ-1857-03-04-a-i0016,mduring,impresso-newsagencies: DE,True,de,test
174,SGZ-1860-03-20-a-i0004,mduring,impresso-newsagencies: DE,True,de,train
175,SGZ-1860-06-26-a-i0012,mduring,impresso-newsagencies: DE,True,de,train
176,SGZ-1868-07-30-a-i0009,mduring,impresso-newsagencies: DE,True,de,test
177,SGZ-1869-07-12-a-i0006,mduring,impresso-newsagencies: DE,True,de,train
178,SGZ-1870-08-18-a-i0014,mduring,impresso-newsagencies: DE,True,de,train
179,SGZ-1871-08-26-a-i0001,mduring,impresso-newsagencies: DE,True,de,train
180,VHT-1950-10-20-a-i0012,lmarxen,impresso-newsagencies: DE,True,de,train
181,WHD-1840-04-03-a-i0006,lmarxen,impresso-newsagencies: DE,True,de,train
182,WHD-1842-07-22-a-i0001,lmarxen,impresso-newsagencies: DE,True,de,train
183,WHD-1843-08-18-a-i0003,lmarxen,impresso-newsagencies: DE,True,de,train
184,WHD-1844-08-02-a-i0008,lmarxen,impresso-newsagencies: DE,True,de,train
185,WHD-1844-11-22-a-i0003,lmarxen,impresso-newsagencies: DE,True,de,train
186,WHD-1845-01-24-a-i0005,lmarxen,impresso-newsagencies: DE,True,de,train
187,WHD-1845-06-13-a-i0002,lmarxen,impresso-newsagencies: DE,True,de,train
188,WHD-1846-01-23-a-i0028,lmarxen,impresso-newsagencies: DE,True,de,train
189,WHD-1858-01-29-a-i0014,lmarxen,impresso-newsagencies: DE,True,de,train
190,buergerbeamten-1902-07-15-a-i0007,lmarxen,impresso-newsagencies: DE,True,de,train
191,buergerbeamten-1904-06-02-a-i0003,lmarxen,impresso-newsagencies: DE,True,de,train
192,buergerbeamten-1904-06-14-a-i0011,lmarxen,impresso-newsagencies: DE,True,de,train
193,buergerbeamten-1905-05-13-a-i0009,lmarxen,impresso-newsagencies: DE,True,de,train
194,buergerbeamten-1906-11-10-a-i0026,lmarxen,impresso-newsagencies: DE,True,de,train
195,buergerbeamten-1907-01-24-a-i0008,lmarxen,impresso-newsagencies: DE,True,de,train
196,buergerbeamten-1908-10-24-a-i0018,lmarxen,impresso-newsagencies: DE,True,de,train
197,buergerbeamten-1910-06-18-a-i0009,lmarxen,impresso-newsagencies: DE,True,de,train
198,buergerbeamten-1911-11-11-a-i0005,lmarxen,impresso-newsagencies: DE,True,de,train
199,buergerbeamten-1915-12-14-a-i0006,lmarxen,impresso-newsagencies: DE,True,de,train
200,courriergdl-1867-08-29-a-i0024,lmarxen,impresso-newsagencies: DE,True,de,train
201,courriergdl-1867-08-29-a-i0024,lmarxen,impresso-newsagencies: FR,True,fr,train
202,courriergdl-1845-02-01-a-i0002,lmarxen,impresso-newsagencies: DE,True,de,train
203,courriergdl-1845-02-01-a-i0002,lmarxen,impresso-newsagencies: FR,True,fr,train
204,courriergdl-1845-06-21-a-i0013,lmarxen,impresso-newsagencies: DE,True,de,train
205,courriergdl-1845-06-21-a-i0013,lmarxen,impresso-newsagencies: FR,True,fr,train
206,courriergdl-1845-06-28-a-i0002,lmarxen,impresso-newsagencies: DE,True,de,train
207,courriergdl-1845-06-28-a-i0002,lmarxen,impresso-newsagencies: FR,True,fr,train
208,courriergdl-1845-07-26-a-i0001,lmarxen,impresso-newsagencies: DE,True,de,train
209,courriergdl-1845-07-26-a-i0001,lmarxen,impresso-newsagencies: FR,True,fr,train
210,courriergdl-1846-03-14-a-i0014,lmarxen,impresso-newsagencies: DE,True,de,train
211,courriergdl-1846-03-14-a-i0014,lmarxen,impresso-newsagencies: FR,True,fr,train
212,courriergdl-1846-07-29-a-i0002,lmarxen,impresso-newsagencies: DE,True,de,dev
213,courriergdl-1846-07-29-a-i0002,lmarxen,impresso-newsagencies: FR,True,fr,dev
214,courriergdl-1847-06-30-a-i0008,lmarxen,impresso-newsagencies: DE,True,de,train
215,courriergdl-1847-06-30-a-i0008,lmarxen,impresso-newsagencies: FR,True,fr,train
216,courriergdl-1847-10-02-a-i0002,lmarxen,impresso-newsagencies: DE,True,de,test
217,courriergdl-1847-10-02-a-i0002,lmarxen,impresso-newsagencies: FR,True,fr,test
218,courriergdl-1848-01-26-a-i0012,lmarxen,impresso-newsagencies: DE,True,de,train
219,courriergdl-1848-01-26-a-i0012,lmarxen,impresso-newsagencies: FR,True,fr,train
220,courriergdl-1848-09-13-a-i0006,lmarxen,impresso-newsagencies: DE,True,de,train
221,courriergdl-1848-09-13-a-i0006,lmarxen,impresso-newsagencies: FR,True,fr,train
222,courriergdl-1848-10-14-a-i0001,lmarxen,impresso-newsagencies: DE,True,de,train
223,courriergdl-1848-10-14-a-i0001,lmarxen,impresso-newsagencies: FR,True,fr,train
224,courriergdl-1848-11-04-a-i0001,lmarxen,impresso-newsagencies: DE,True,de,dev
225,courriergdl-1848-11-04-a-i0001,lmarxen,impresso-newsagencies: FR,True,fr,dev
226,courriergdl-1849-04-04-a-i0006,lmarxen,impresso-newsagencies: DE,True,de,train
227,courriergdl-1849-04-04-a-i0006,lmarxen,impresso-newsagencies: FR,True,fr,train
228,courriergdl-1849-07-25-a-i0008,lmarxen,impresso-newsagencies: DE,True,de,train
229,courriergdl-1849-07-25-a-i0008,lmarxen,impresso-newsagencies: FR,True,fr,train
230,courriergdl-1849-07-28-a-i0019,lmarxen,impresso-newsagencies: DE,True,de,train
231,courriergdl-1849-07-28-a-i0019,lmarxen,impresso-newsagencies: FR,True,fr,train
232,courriergdl-1849-09-19-a-i0005,lmarxen,impresso-newsagencies: DE,True,de,train
233,courriergdl-1849-09-19-a-i0005,lmarxen,impresso-newsagencies: FR,True,fr,train
234,courriergdl-1850-08-21-a-i0025,lmarxen,impresso-newsagencies: DE,True,de,train
235,courriergdl-1850-08-21-a-i0025,lmarxen,impresso-newsagencies: FR,True,fr,train
236,courriergdl-1851-08-23-a-i0003,lmarxen,impresso-newsagencies: DE,True,de,train
237,courriergdl-1851-08-23-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,train
238,courriergdl-1852-02-14-a-i0002,lmarxen,impresso-newsagencies: DE,True,de,test
239,courriergdl-1852-02-14-a-i0002,lmarxen,impresso-newsagencies: FR,True,fr,test
240,courriergdl-1852-09-29-a-i0003,lmarxen,impresso-newsagencies: DE,True,de,train
241,courriergdl-1852-09-29-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,train
242,courriergdl-1854-08-23-a-i0016,lmarxen,impresso-newsagencies: DE,True,de,train
243,courriergdl-1854-08-23-a-i0016,lmarxen,impresso-newsagencies: FR,True,fr,train
244,courriergdl-1859-01-09-a-i0011,lmarxen,impresso-newsagencies: DE,True,de,train
245,courriergdl-1859-01-09-a-i0011,lmarxen,impresso-newsagencies: FR,True,fr,train
246,courriergdl-1860-03-15-a-i0001,lmarxen,impresso-newsagencies: DE,True,de,train
247,courriergdl-1860-03-15-a-i0001,lmarxen,impresso-newsagencies: FR,True,fr,train
248,courriergdl-1860-05-24-a-i0004,lmarxen,impresso-newsagencies: DE,True,de,train
249,courriergdl-1860-05-24-a-i0004,lmarxen,impresso-newsagencies: FR,True,fr,train
250,courriergdl-1860-10-31-a-i0016,lmarxen,impresso-newsagencies: DE,True,de,test
251,courriergdl-1860-10-31-a-i0016,lmarxen,impresso-newsagencies: FR,True,fr,test
252,courriergdl-1861-02-02-a-i0018,lmarxen,impresso-newsagencies: DE,True,de,train
253,courriergdl-1861-02-02-a-i0018,lmarxen,impresso-newsagencies: FR,True,fr,train
254,courriergdl-1861-08-20-a-i0012,lmarxen,impresso-newsagencies: DE,True,de,train
255,courriergdl-1861-08-20-a-i0012,lmarxen,impresso-newsagencies: FR,True,fr,train
256,courriergdl-1863-06-07-a-i0013,lmarxen,impresso-newsagencies: DE,True,de,dev
257,courriergdl-1863-06-07-a-i0013,lmarxen,impresso-newsagencies: FR,True,fr,dev
258,courriergdl-1864-07-08-a-i0008,lmarxen,impresso-newsagencies: DE,True,de,train
259,courriergdl-1864-07-08-a-i0008,lmarxen,impresso-newsagencies: FR,True,fr,train
260,courriergdl-1864-12-15-a-i0005,lmarxen,impresso-newsagencies: DE,True,de,test
261,courriergdl-1864-12-15-a-i0005,lmarxen,impresso-newsagencies: FR,True,fr,test
262,courriergdl-1865-02-22-a-i0011,lmarxen,impresso-newsagencies: DE,True,de,test
263,courriergdl-1865-02-22-a-i0011,lmarxen,impresso-newsagencies: FR,True,fr,test
264,courriergdl-1865-04-09-a-i0017,lmarxen,impresso-newsagencies: DE,True,de,train
265,courriergdl-1865-04-09-a-i0017,lmarxen,impresso-newsagencies: FR,True,fr,train
266,courriergdl-1866-01-02-a-i0012,lmarxen,impresso-newsagencies: DE,True,de,train
267,courriergdl-1866-01-02-a-i0012,lmarxen,impresso-newsagencies: FR,True,fr,train
268,courriergdl-1867-02-22-a-i0012,lmarxen,impresso-newsagencies: DE,True,de,train
269,courriergdl-1867-02-22-a-i0012,lmarxen,impresso-newsagencies: FR,True,fr,train
270,courriergdl-1867-09-01-a-i0018,lmarxen,impresso-newsagencies: DE,True,de,train
271,courriergdl-1867-09-01-a-i0018,lmarxen,impresso-newsagencies: FR,True,fr,train
272,diekwochen-1841-07-24-a-i0005,lmarxen,impresso-newsagencies: DE,True,de,train
273,diekwochen-1843-11-18-a-i0013,lmarxen,impresso-newsagencies: DE,True,de,test
274,diekwochen-1844-12-07-a-i0008,lmarxen,impresso-newsagencies: DE,True,de,train
275,diekwochen-1845-08-30-a-i0008,lmarxen,impresso-newsagencies: DE,True,de,train
276,diekwochen-1845-11-13-a-i0010,lmarxen,impresso-newsagencies: DE,True,de,train
277,diekwochen-1846-10-10-a-i0018,lmarxen,impresso-newsagencies: DE,True,de,train
278,diekwochen-1846-11-21-a-i0001,lmarxen,impresso-newsagencies: DE,True,de,test
279,diekwochen-1847-09-04-a-i0001,lmarxen,impresso-newsagencies: DE,True,de,train
280,diekwochen-1848-06-10-a-i0006,lmarxen,impresso-newsagencies: DE,True,de,dev
281,indeplux-1886-09-09-a-i0022,lmarxen,impresso-newsagencies: FR,True,fr,train
282,indeplux-1872-02-22-a-i0011,lmarxen,impresso-newsagencies: FR,True,fr,train
283,indeplux-1872-04-16-a-i0022,lmarxen,impresso-newsagencies: FR,True,fr,train
284,indeplux-1872-05-23-a-i0018,lmarxen,impresso-newsagencies: FR,True,fr,train
285,indeplux-1872-06-27-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,test
286,indeplux-1872-09-12-a-i0022,lmarxen,impresso-newsagencies: FR,True,fr,test
287,indeplux-1873-02-18-a-i0005,lmarxen,impresso-newsagencies: FR,True,fr,train
288,indeplux-1873-05-27-a-i0018,lmarxen,impresso-newsagencies: FR,True,fr,train
289,indeplux-1875-03-07-a-i0009,lmarxen,impresso-newsagencies: FR,True,fr,train
290,indeplux-1875-03-25-a-i0015,lmarxen,impresso-newsagencies: FR,True,fr,train
291,indeplux-1876-01-20-a-i0009,lmarxen,impresso-newsagencies: FR,True,fr,train
292,indeplux-1876-11-24-a-i0013,lmarxen,impresso-newsagencies: FR,True,fr,train
293,indeplux-1877-06-27-a-i0021,lmarxen,impresso-newsagencies: FR,True,fr,train
294,indeplux-1877-10-17-a-i0010,lmarxen,impresso-newsagencies: FR,True,fr,train
295,indeplux-1877-12-13-a-i0014,lmarxen,impresso-newsagencies: FR,True,fr,train
296,indeplux-1878-03-01-a-i0015,lmarxen,impresso-newsagencies: FR,True,fr,train
297,indeplux-1879-10-02-a-i0023,lmarxen,impresso-newsagencies: FR,True,fr,train
298,indeplux-1880-02-07-a-i0004,lmarxen,impresso-newsagencies: FR,True,fr,dev
299,indeplux-1882-09-20-a-i0004,lmarxen,impresso-newsagencies: FR,True,fr,train
300,indeplux-1882-10-31-a-i0023,lmarxen,impresso-newsagencies: FR,True,fr,train
301,indeplux-1883-01-23-a-i0011,lmarxen,impresso-newsagencies: FR,True,fr,train
302,indeplux-1884-07-30-a-i0007,lmarxen,impresso-newsagencies: FR,True,fr,train
303,indeplux-1884-10-28-a-i0017,lmarxen,impresso-newsagencies: FR,True,fr,dev
304,indeplux-1885-04-29-a-i0018,lmarxen,impresso-newsagencies: FR,True,fr,train
305,indeplux-1886-06-09-a-i0029,lmarxen,impresso-newsagencies: FR,True,fr,train
306,indeplux-1887-04-05-a-i0036,lmarxen,impresso-newsagencies: FR,True,fr,dev
307,indeplux-1887-09-29-a-i0007,lmarxen,impresso-newsagencies: FR,True,fr,dev
308,indeplux-1889-01-24-a-i0013,lmarxen,impresso-newsagencies: FR,True,fr,train
309,indeplux-1889-07-24-a-i0026,lmarxen,impresso-newsagencies: FR,True,fr,train
310,indeplux-1892-08-25-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,dev
311,indeplux-1893-04-05-a-i0009,lmarxen,impresso-newsagencies: FR,True,fr,train
312,indeplux-1893-08-01-a-i0030,lmarxen,impresso-newsagencies: FR,True,fr,train
313,indeplux-1894-02-02-a-i0028,lmarxen,impresso-newsagencies: FR,True,fr,train
314,indeplux-1895-08-01-a-i0022,lmarxen,impresso-newsagencies: FR,True,fr,train
315,indeplux-1895-09-24-a-i0026,lmarxen,impresso-newsagencies: FR,True,fr,train
