,Document ID,Corpus,Annotator,Inception Project,Finished Annotation,split
27,DTT-1959-01-19-a-i0116,de,mduring,impresso-newsagencies: DE,True,test
28,DTT-1959-07-30-a-i0007,de,mduring,impresso-newsagencies: DE,True,train
29,DTT-1959-08-20-a-i0025,de,mduring,impresso-newsagencies: DE,True,train
30,DTT-1959-12-01-a-i0079,de,lmarxen,impresso-newsagencies: DE,True,train
31,DTT-1960-01-06-a-i0010,de,mduring,impresso-newsagencies: DE,True,test
32,DTT-1962-02-26-a-i0044,de,lmarxen,impresso-newsagencies: DE,True,test
33,DTT-1962-07-04-a-i0010,de,mduring,impresso-newsagencies: DE,True,train
34,DTT-1963-02-20-a-i0055,de,mduring,impresso-newsagencies: DE,True,train
35,DTT-1963-08-30-a-i0256,de,mduring,impresso-newsagencies: DE,True,test
36,DTT-1965-08-12-a-i0021,de,mduring,impresso-newsagencies: DE,True,train
37,DTT-1967-07-18-a-i0040,de,mduring,impresso-newsagencies: DE,True,train
38,DTT-1967-07-18-a-i0056,de,mduring,impresso-newsagencies: DE,True,train
39,DTT-1969-08-29-a-i0092,de,mduring,impresso-newsagencies: DE,True,train
40,DTT-1969-10-13-a-i0105,de,lmarxen,impresso-newsagencies: DE,True,dev
41,DTT-1970-02-27-a-i0022,de,mduring,impresso-newsagencies: DE,True,train
42,DTT-1971-07-08-a-i0116,de,mduring,impresso-newsagencies: DE,True,train
43,DTT-1971-08-02-a-i0010,de,mduring,impresso-newsagencies: DE,True,train
44,DTT-1974-02-09-a-i0047,de,mduring,impresso-newsagencies: DE,True,train
45,DTT-1975-04-04-a-i0119,de,mduring,impresso-newsagencies: DE,True,dev
46,DTT-1975-06-10-a-i0088,de,mduring,impresso-newsagencies: DE,True,train
47,DTT-1975-09-15-a-i0058,de,mduring,impresso-newsagencies: DE,True,train
48,DTT-1975-12-05-a-i0338,de,mduring,impresso-newsagencies: DE,True,train
49,DTT-1976-04-20-a-i0084,de,mduring,impresso-newsagencies: DE,True,train
50,EZR-1840-01-10-a-i0010,de,mduring,impresso-newsagencies: DE,True,train
51,EZR-1841-03-12-a-i0001,de,mduring,impresso-newsagencies: DE,True,train
52,EZR-1841-12-31-a-i0005,de,mduring,impresso-newsagencies: DE,True,train
53,EZR-1842-06-17-a-i0006,de,mduring,impresso-newsagencies: DE,True,train
54,EZR-1843-03-24-a-i0002,de,mduring,impresso-newsagencies: DE,True,train
55,EZR-1843-12-26-a-i0005,de,mduring,impresso-newsagencies: DE,True,train
56,EZR-1844-03-22-a-i0009,de,mduring,impresso-newsagencies: DE,True,train
57,EZR-1844-08-16-a-i0014,de,mduring,impresso-newsagencies: DE,True,train
58,EZR-1847-01-26-a-i0006,de,mduring,impresso-newsagencies: DE,True,dev
59,EZR-1847-04-13-a-i0007,de,mduring,impresso-newsagencies: DE,True,train
60,EZR-1847-06-15-a-i0009,de,mduring,impresso-newsagencies: DE,True,train
61,EZR-1847-10-29-a-i0004,de,mduring,impresso-newsagencies: DE,True,train
62,EZR-1849-01-19-a-i0006,de,mduring,impresso-newsagencies: DE,True,test
63,EZR-1849-01-30-a-i0009,de,mduring,impresso-newsagencies: DE,True,train
64,FZG-1870-01-15-a-i0014,de,mduring,impresso-newsagencies: DE,True,train
65,FZG-1870-05-14-a-i0011,de,mduring,impresso-newsagencies: DE,True,train
66,FZG-1878-06-08-a-i0014,de,mduring,impresso-newsagencies: DE,True,train
67,FZG-1879-06-11-a-i0003,de,mduring,impresso-newsagencies: DE,True,train
68,FZG-1879-08-20-a-i0002,de,mduring,impresso-newsagencies: DE,True,train
69,FZG-1880-11-24-a-i0004,de,mduring,impresso-newsagencies: DE,True,train
70,FZG-1881-03-23-a-i0006,de,mduring,impresso-newsagencies: DE,True,dev
71,FZG-1885-12-12-a-i0021,de,mduring,impresso-newsagencies: DE,True,dev
72,FZG-1887-07-02-a-i0025,de,mduring,impresso-newsagencies: DE,True,test
73,FZG-1890-04-01-a-i0001,de,mduring,impresso-newsagencies: DE,True,train
74,FZG-1891-02-17-a-i0005,de,mduring,impresso-newsagencies: DE,True,train
75,FZG-1891-02-28-a-i0004,de,mduring,impresso-newsagencies: DE,True,train
76,FZG-1897-04-08-a-i0007,de,mduring,impresso-newsagencies: DE,True,train
77,FZG-1899-07-01-a-i0004,de,mduring,impresso-newsagencies: DE,True,train
78,FZG-1902-04-22-a-i0026,de,mduring,impresso-newsagencies: DE,True,train
79,FZG-1904-11-26-a-i0017,de,mduring,impresso-newsagencies: DE,True,train
80,FZG-1923-08-04-a-i0031,de,mduring,impresso-newsagencies: DE,True,test
81,FZG-1924-09-11-a-i0015,de,mduring,impresso-newsagencies: DE,True,train
82,FZG-1924-12-06-a-i0045,de,mduring,impresso-newsagencies: DE,True,test
83,FZG-1925-07-07-a-i0013,de,mduring,impresso-newsagencies: DE,True,train
84,FZG-1925-10-20-a-i0026,de,mduring,impresso-newsagencies: DE,True,train
85,FZG-1926-07-03-a-i0023,de,mduring,impresso-newsagencies: DE,True,test
86,FZG-1926-11-19-a-i0020,de,lmarxen,impresso-newsagencies: DE,True,train
87,FZG-1929-12-06-a-i0015,de,lmarxen,impresso-newsagencies: DE,True,train
88,FZG-1931-10-08-a-i0008,de,mduring,impresso-newsagencies: DE,True,train
89,FZG-1932-06-07-a-i0014,de,mduring,impresso-newsagencies: DE,True,train
90,FZG-1935-09-25-a-i0006,de,mduring,impresso-newsagencies: DE,True,train
91,FZG-1939-12-23-a-i0036,de,mduring,impresso-newsagencies: DE,True,train
92,FZG-1941-05-16-a-i0033,de,mduring,impresso-newsagencies: DE,True,train
93,FZG-1946-03-12-a-i0019,de,mduring,impresso-newsagencies: DE,True,train
94,FZG-1948-02-04-a-i0021,de,mduring,impresso-newsagencies: DE,True,train
95,FZG-1953-11-25-a-i0005,de,mduring,impresso-newsagencies: DE,True,train
96,FZG-1958-06-16-a-i0046,de,mduring,impresso-newsagencies: DE,True,train
97,FZG-1964-12-22-a-i0028,de,mduring,impresso-newsagencies: DE,True,train
98,FZG-1966-11-23-a-i0016,de,lmarxen,impresso-newsagencies: DE,True,train
99,FZG-1968-03-08-a-i0021,de,mduring,impresso-newsagencies: DE,True,train
100,FZG-1968-06-15-a-i0099,de,lmarxen,impresso-newsagencies: DE,True,train
101,FZG-1969-04-23-a-i0033,de,mduring,impresso-newsagencies: DE,True,train
102,FZG-1972-12-11-a-i0035,de,mduring,impresso-newsagencies: DE,True,train
103,FZG-1972-12-14-a-i0002,de,mduring,impresso-newsagencies: DE,True,train
104,FZG-1973-11-28-a-i0077,de,mduring,impresso-newsagencies: DE,True,train
105,FZG-1974-05-16-a-i0081,de,mduring,impresso-newsagencies: DE,True,train
106,FZG-1974-05-20-a-i0052,de,mduring,impresso-newsagencies: DE,True,train
107,FZG-1974-10-14-a-i0050,de,mduring,impresso-newsagencies: DE,True,dev
108,FZG-1975-07-12-a-i0081,de,mduring,impresso-newsagencies: DE,True,train
109,FZG-1977-06-22-a-i0016,de,mduring,impresso-newsagencies: DE,True,train
110,FZG-1978-07-14-a-i0070,de,mduring,impresso-newsagencies: DE,True,train
111,FZG-1983-01-12-a-i0075,de,mduring,impresso-newsagencies: DE,True,train
112,FZG-1983-01-27-a-i0023,de,mduring,impresso-newsagencies: DE,True,train
113,FZG-1983-10-26-a-i0119,de,mduring,impresso-newsagencies: DE,True,train
114,FZG-1984-12-20-a-i0152,de,mduring,impresso-newsagencies: DE,True,train
115,FZG-1985-09-03-a-i0072,de,mduring,impresso-newsagencies: DE,True,train
116,FZG-1987-10-10-a-i0074,de,mduring,impresso-newsagencies: DE,True,train
117,FZG-1988-07-01-a-i0011,de,mduring,impresso-newsagencies: DE,True,train
118,FZG-1989-06-27-a-i0116,de,mduring,impresso-newsagencies: DE,True,train
119,FZG-1989-09-26-a-i0172,de,mduring,impresso-newsagencies: DE,True,train
120,FZG-1989-12-13-a-i0002,de,mduring,impresso-newsagencies: DE,True,train
121,FZG-1990-02-17-a-i0036,de,mduring,impresso-newsagencies: DE,True,train
122,FZG-1990-04-25-a-i0031,de,mduring,impresso-newsagencies: DE,True,train
123,FZG-1990-08-17-a-i0013,de,mduring,impresso-newsagencies: DE,True,train
124,FZG-1990-10-16-a-i0007,de,mduring,impresso-newsagencies: DE,True,train
125,FZG-1990-11-06-a-i0128,de,mduring,impresso-newsagencies: DE,True,train
126,FZG-1991-07-16-a-i0021,de,mduring,impresso-newsagencies: DE,True,train
127,FZG-1991-08-20-a-i0104,de,mduring,impresso-newsagencies: DE,True,train
128,FZG-1992-10-31-a-i0145,de,mduring,impresso-newsagencies: DE,True,test
129,FZG-1993-01-23-a-i0019,de,mduring,impresso-newsagencies: DE,True,train
130,FZG-1993-10-11-a-i0044,de,mduring,impresso-newsagencies: DE,True,train
131,FZG-1995-03-04-a-i0124,de,mduring,impresso-newsagencies: DE,True,train
132,FZG-1999-07-29-a-i0095,de,mduring,impresso-newsagencies: DE,True,train
133,FZG-1999-11-23-a-i0115,de,mduring,impresso-newsagencies: DE,True,train
134,LAB-1853-03-22-a-i0004,de,lmarxen,impresso-newsagencies: DE,True,train
135,LAB-1854-01-07-a-i0004,de,lmarxen,impresso-newsagencies: DE,True,train
136,LAB-1857-05-23-a-i0004,de,lmarxen,impresso-newsagencies: DE,True,train
137,NTS-1856-08-02-a-i0018,de,lmarxen,impresso-newsagencies: DE,True,train
138,NTS-1856-11-13-a-i0005,de,lmarxen,impresso-newsagencies: DE,True,dev
139,NTS-1857-09-23-a-i0010,de,lmarxen,impresso-newsagencies: DE,True,train
140,NTS-1865-12-30-a-i0007,de,lmarxen,impresso-newsagencies: DE,True,train
141,NTS-1872-03-20-a-i0012,de,lmarxen,impresso-newsagencies: DE,True,train
142,NZG-1848-01-15-a-i0002,de,lmarxen,impresso-newsagencies: DE,True,train
143,NZG-1849-09-22-a-i0008,de,lmarxen,impresso-newsagencies: DE,True,train
144,NZG-1850-04-13-a-i0009,de,lmarxen,impresso-newsagencies: DE,True,train
145,OIZ-1937-03-11-a-i0002,de,lmarxen,impresso-newsagencies: DE,True,train
146,SGZ-1844-11-27-a-i0002,de,mduring,impresso-newsagencies: DE,True,train
147,SGZ-1845-11-15-a-i0002,de,mduring,impresso-newsagencies: DE,True,train
148,SGZ-1847-01-06-a-i0013,de,mduring,impresso-newsagencies: DE,True,train
149,SGZ-1847-11-23-a-i0003,de,lmarxen,impresso-newsagencies: DE,True,train
150,SGZ-1853-01-15-a-i0010,de,mduring,impresso-newsagencies: DE,True,train
151,SGZ-1853-02-25-a-i0011,de,mduring,impresso-newsagencies: DE,True,train
152,SGZ-1853-10-26-a-i0001,de,mduring,impresso-newsagencies: DE,True,test
153,SGZ-1853-11-30-a-i0010,de,mduring,impresso-newsagencies: DE,True,train
154,SGZ-1855-02-08-a-i0018,de,mduring,impresso-newsagencies: DE,True,dev
155,SGZ-1860-06-26-a-i0012,de,mduring,impresso-newsagencies: DE,True,train
156,SGZ-1868-07-30-a-i0009,de,mduring,impresso-newsagencies: DE,True,test
157,SGZ-1869-07-12-a-i0006,de,mduring,impresso-newsagencies: DE,True,train
158,SGZ-1870-08-18-a-i0014,de,mduring,impresso-newsagencies: DE,True,train
159,SGZ-1871-08-26-a-i0001,de,mduring,impresso-newsagencies: DE,True,train
160,VHT-1950-10-20-a-i0012,de,lmarxen,impresso-newsagencies: DE,True,train
161,WHD-1843-08-18-a-i0003,de,lmarxen,impresso-newsagencies: DE,True,train
162,WHD-1844-08-02-a-i0008,de,lmarxen,impresso-newsagencies: DE,True,train
163,WHD-1844-11-22-a-i0003,de,lmarxen,impresso-newsagencies: DE,True,train
164,WHD-1845-01-24-a-i0005,de,lmarxen,impresso-newsagencies: DE,True,train
165,WHD-1845-06-13-a-i0002,de,lmarxen,impresso-newsagencies: DE,True,train
166,buergerbeamten-1902-07-15-a-i0007,de,lmarxen,impresso-newsagencies: DE,True,train
167,buergerbeamten-1904-06-02-a-i0003,de,lmarxen,impresso-newsagencies: DE,True,train
168,buergerbeamten-1904-06-14-a-i0011,de,lmarxen,impresso-newsagencies: DE,True,train
169,buergerbeamten-1905-05-13-a-i0009,de,lmarxen,impresso-newsagencies: DE,True,train
170,buergerbeamten-1906-11-10-a-i0026,de,lmarxen,impresso-newsagencies: DE,True,train
171,buergerbeamten-1907-01-24-a-i0008,de,lmarxen,impresso-newsagencies: DE,True,train
172,buergerbeamten-1908-10-24-a-i0018,de,lmarxen,impresso-newsagencies: DE,True,train
173,buergerbeamten-1910-06-18-a-i0009,de,lmarxen,impresso-newsagencies: DE,True,train
174,buergerbeamten-1911-11-11-a-i0005,de,lmarxen,impresso-newsagencies: DE,True,train
175,courriergdl-1867-08-29-a-i0024,de,lmarxen,impresso-newsagencies: DE,True,train
176,courriergdl-1867-08-29-a-i0024,de,lmarxen,impresso-newsagencies: FR,True,train
177,courriergdl-1845-02-01-a-i0002,fr,lmarxen,impresso-newsagencies: DE,True,train
178,courriergdl-1845-02-01-a-i0002,fr,lmarxen,impresso-newsagencies: FR,True,train
179,courriergdl-1845-06-21-a-i0013,fr,lmarxen,impresso-newsagencies: DE,True,train
180,courriergdl-1845-06-21-a-i0013,fr,lmarxen,impresso-newsagencies: FR,True,train
181,courriergdl-1845-06-28-a-i0002,fr,lmarxen,impresso-newsagencies: DE,True,train
182,courriergdl-1845-06-28-a-i0002,fr,lmarxen,impresso-newsagencies: FR,True,train
183,courriergdl-1845-07-26-a-i0001,fr,lmarxen,impresso-newsagencies: DE,True,train
184,courriergdl-1845-07-26-a-i0001,fr,lmarxen,impresso-newsagencies: FR,True,train
185,courriergdl-1846-03-14-a-i0014,fr,lmarxen,impresso-newsagencies: DE,True,train
186,courriergdl-1846-03-14-a-i0014,fr,lmarxen,impresso-newsagencies: FR,True,train
187,courriergdl-1846-07-29-a-i0002,fr,lmarxen,impresso-newsagencies: DE,True,dev
188,courriergdl-1846-07-29-a-i0002,fr,lmarxen,impresso-newsagencies: FR,True,dev
189,courriergdl-1847-06-30-a-i0008,fr,lmarxen,impresso-newsagencies: DE,True,train
190,courriergdl-1847-06-30-a-i0008,fr,lmarxen,impresso-newsagencies: FR,True,train
191,courriergdl-1847-10-02-a-i0002,fr,lmarxen,impresso-newsagencies: DE,True,test
192,courriergdl-1847-10-02-a-i0002,fr,lmarxen,impresso-newsagencies: FR,True,test
193,courriergdl-1848-01-26-a-i0012,fr,lmarxen,impresso-newsagencies: DE,True,train
194,courriergdl-1848-01-26-a-i0012,fr,lmarxen,impresso-newsagencies: FR,True,train
195,courriergdl-1848-09-13-a-i0006,fr,lmarxen,impresso-newsagencies: DE,True,train
196,courriergdl-1848-09-13-a-i0006,fr,lmarxen,impresso-newsagencies: FR,True,train
197,courriergdl-1848-10-14-a-i0001,fr,lmarxen,impresso-newsagencies: DE,True,train
198,courriergdl-1848-10-14-a-i0001,fr,lmarxen,impresso-newsagencies: FR,True,train
199,courriergdl-1848-11-04-a-i0001,fr,lmarxen,impresso-newsagencies: DE,True,dev
200,courriergdl-1848-11-04-a-i0001,fr,lmarxen,impresso-newsagencies: FR,True,dev
201,courriergdl-1849-04-04-a-i0006,fr,lmarxen,impresso-newsagencies: DE,True,train
202,courriergdl-1849-04-04-a-i0006,fr,lmarxen,impresso-newsagencies: FR,True,train
203,courriergdl-1849-07-25-a-i0008,fr,lmarxen,impresso-newsagencies: DE,True,train
204,courriergdl-1849-07-25-a-i0008,fr,lmarxen,impresso-newsagencies: FR,True,train
205,courriergdl-1849-07-28-a-i0019,fr,lmarxen,impresso-newsagencies: DE,True,train
206,courriergdl-1849-07-28-a-i0019,fr,lmarxen,impresso-newsagencies: FR,True,train
207,courriergdl-1849-09-19-a-i0005,fr,lmarxen,impresso-newsagencies: DE,True,train
208,courriergdl-1849-09-19-a-i0005,fr,lmarxen,impresso-newsagencies: FR,True,train
209,courriergdl-1851-08-23-a-i0003,fr,lmarxen,impresso-newsagencies: DE,True,train
210,courriergdl-1851-08-23-a-i0003,fr,lmarxen,impresso-newsagencies: FR,True,train
211,courriergdl-1852-02-14-a-i0002,fr,lmarxen,impresso-newsagencies: DE,True,test
212,courriergdl-1852-02-14-a-i0002,fr,lmarxen,impresso-newsagencies: FR,True,test
213,courriergdl-1852-09-29-a-i0003,fr,lmarxen,impresso-newsagencies: DE,True,train
214,courriergdl-1852-09-29-a-i0003,fr,lmarxen,impresso-newsagencies: FR,True,train
215,courriergdl-1854-08-23-a-i0016,fr,lmarxen,impresso-newsagencies: DE,True,train
216,courriergdl-1854-08-23-a-i0016,fr,lmarxen,impresso-newsagencies: FR,True,train
217,courriergdl-1859-01-09-a-i0011,fr,lmarxen,impresso-newsagencies: DE,True,train
218,courriergdl-1859-01-09-a-i0011,fr,lmarxen,impresso-newsagencies: FR,True,train
219,courriergdl-1860-03-15-a-i0001,fr,lmarxen,impresso-newsagencies: DE,True,train
220,courriergdl-1860-03-15-a-i0001,fr,lmarxen,impresso-newsagencies: FR,True,train
221,courriergdl-1860-05-24-a-i0004,fr,lmarxen,impresso-newsagencies: DE,True,train
222,courriergdl-1860-05-24-a-i0004,fr,lmarxen,impresso-newsagencies: FR,True,train
223,courriergdl-1860-10-31-a-i0016,fr,lmarxen,impresso-newsagencies: DE,True,test
224,courriergdl-1860-10-31-a-i0016,fr,lmarxen,impresso-newsagencies: FR,True,test
225,courriergdl-1861-02-02-a-i0018,fr,lmarxen,impresso-newsagencies: DE,True,train
226,courriergdl-1861-02-02-a-i0018,fr,lmarxen,impresso-newsagencies: FR,True,train
227,courriergdl-1861-08-20-a-i0012,fr,lmarxen,impresso-newsagencies: DE,True,train
228,courriergdl-1861-08-20-a-i0012,fr,lmarxen,impresso-newsagencies: FR,True,train
229,courriergdl-1863-06-07-a-i0013,fr,lmarxen,impresso-newsagencies: DE,True,dev
230,courriergdl-1863-06-07-a-i0013,fr,lmarxen,impresso-newsagencies: FR,True,dev
231,courriergdl-1864-07-08-a-i0008,fr,lmarxen,impresso-newsagencies: DE,True,train
232,courriergdl-1864-07-08-a-i0008,fr,lmarxen,impresso-newsagencies: FR,True,train
233,courriergdl-1864-12-15-a-i0005,fr,lmarxen,impresso-newsagencies: DE,True,test
234,courriergdl-1864-12-15-a-i0005,fr,lmarxen,impresso-newsagencies: FR,True,test
235,courriergdl-1865-02-22-a-i0011,fr,lmarxen,impresso-newsagencies: DE,True,test
236,courriergdl-1865-02-22-a-i0011,fr,lmarxen,impresso-newsagencies: FR,True,test
237,courriergdl-1865-04-09-a-i0017,fr,lmarxen,impresso-newsagencies: DE,True,train
238,courriergdl-1865-04-09-a-i0017,fr,lmarxen,impresso-newsagencies: FR,True,train
239,courriergdl-1866-01-02-a-i0012,fr,lmarxen,impresso-newsagencies: DE,True,train
240,courriergdl-1866-01-02-a-i0012,fr,lmarxen,impresso-newsagencies: FR,True,train
241,courriergdl-1867-02-22-a-i0012,fr,lmarxen,impresso-newsagencies: DE,True,train
242,courriergdl-1867-02-22-a-i0012,fr,lmarxen,impresso-newsagencies: FR,True,train
243,courriergdl-1867-09-01-a-i0018,fr,lmarxen,impresso-newsagencies: DE,True,train
244,courriergdl-1867-09-01-a-i0018,fr,lmarxen,impresso-newsagencies: FR,True,train
245,diekwochen-1841-07-24-a-i0005,de,lmarxen,impresso-newsagencies: DE,True,train
246,diekwochen-1843-11-18-a-i0013,de,lmarxen,impresso-newsagencies: DE,True,test
247,diekwochen-1844-12-07-a-i0008,de,lmarxen,impresso-newsagencies: DE,True,train
248,diekwochen-1845-08-30-a-i0008,de,lmarxen,impresso-newsagencies: DE,True,train
249,diekwochen-1845-11-13-a-i0010,de,lmarxen,impresso-newsagencies: DE,True,train
250,diekwochen-1846-10-10-a-i0018,de,lmarxen,impresso-newsagencies: DE,True,train
251,diekwochen-1846-11-21-a-i0001,de,lmarxen,impresso-newsagencies: DE,True,test
252,diekwochen-1847-09-04-a-i0001,de,lmarxen,impresso-newsagencies: DE,True,train
253,diekwochen-1848-06-10-a-i0006,de,lmarxen,impresso-newsagencies: DE,True,dev
254,lunion-1863-03-13-a-i0024,de,lmarxen,impresso-newsagencies: DE,True,train
255,lunion-1863-03-13-a-i0024,de,lmarxen,impresso-newsagencies: FR,True,train
256,lunion-1865-10-10-a-i0023,de,lmarxen,impresso-newsagencies: DE,True,train
257,lunion-1865-10-10-a-i0023,de,lmarxen,impresso-newsagencies: FR,True,train
258,lunion-1866-04-10-a-i0021,de,lmarxen,impresso-newsagencies: DE,True,train
259,lunion-1866-04-10-a-i0021,de,lmarxen,impresso-newsagencies: FR,True,train
260,lunion-1860-11-27-a-i0004,fr,lmarxen,impresso-newsagencies: DE,True,test
261,lunion-1860-11-27-a-i0004,fr,lmarxen,impresso-newsagencies: FR,True,test
262,lunion-1863-03-24-a-i0024,fr,lmarxen,impresso-newsagencies: DE,True,train
263,lunion-1863-03-24-a-i0024,fr,lmarxen,impresso-newsagencies: FR,True,train
264,lunion-1863-06-20-a-i0022,fr,lmarxen,impresso-newsagencies: DE,True,train
265,lunion-1863-06-20-a-i0022,fr,lmarxen,impresso-newsagencies: FR,True,train
266,lunion-1864-06-12-a-i0014,fr,lmarxen,impresso-newsagencies: DE,True,train
267,lunion-1864-06-12-a-i0014,fr,lmarxen,impresso-newsagencies: FR,True,train
268,lunion-1865-02-05-a-i0012,fr,lmarxen,impresso-newsagencies: DE,True,test
269,lunion-1865-02-05-a-i0012,fr,lmarxen,impresso-newsagencies: FR,True,test
270,lunion-1865-10-22-a-i0006,fr,lmarxen,impresso-newsagencies: DE,True,train
271,lunion-1865-10-22-a-i0006,fr,lmarxen,impresso-newsagencies: FR,True,train
272,lunion-1866-02-16-a-i0009,fr,lmarxen,impresso-newsagencies: DE,True,test
273,lunion-1866-02-16-a-i0009,fr,lmarxen,impresso-newsagencies: FR,True,test
274,lunion-1866-03-27-a-i0011,fr,lmarxen,impresso-newsagencies: DE,True,train
275,lunion-1866-03-27-a-i0011,fr,lmarxen,impresso-newsagencies: FR,True,train
276,lunion-1866-07-20-a-i0010,fr,lmarxen,impresso-newsagencies: DE,True,dev
277,lunion-1866-07-20-a-i0010,fr,lmarxen,impresso-newsagencies: FR,True,dev
278,lunion-1868-02-07-a-i0023,fr,lmarxen,impresso-newsagencies: DE,True,train
279,lunion-1868-02-07-a-i0023,fr,lmarxen,impresso-newsagencies: FR,True,train
280,lunion-1869-04-07-a-i0011,fr,lmarxen,impresso-newsagencies: DE,True,train
281,lunion-1869-04-07-a-i0011,fr,lmarxen,impresso-newsagencies: FR,True,train
282,lunion-1870-06-02-a-i0014,fr,lmarxen,impresso-newsagencies: DE,True,train
283,lunion-1870-06-02-a-i0014,fr,lmarxen,impresso-newsagencies: FR,True,train
284,luxwort-1849-06-03-a-i0008,de,mduring,impresso-newsagencies: DE,True,train
285,luxwort-1849-07-15-a-i0002,de,mduring,impresso-newsagencies: DE,True,train
286,luxwort-1849-10-05-a-i0009,de,mduring,impresso-newsagencies: DE,True,train
287,luxwort-1850-05-12-a-i0004,de,mduring,impresso-newsagencies: DE,True,dev
288,luxwort-1853-11-27-a-i0001,de,mduring,impresso-newsagencies: DE,True,train
289,luxwort-1854-04-14-a-i0012,de,mduring,impresso-newsagencies: DE,True,train
290,luxwort-1858-02-26-a-i0009,de,mduring,impresso-newsagencies: DE,True,train
291,luxwort-1858-11-25-a-i0009,de,mduring,impresso-newsagencies: DE,True,dev
292,luxwort-1861-12-13-a-i0006,de,mduring,impresso-newsagencies: DE,True,train
293,luxwort-1864-02-06-a-i0011,de,mduring,impresso-newsagencies: DE,True,train
294,luxwort-1864-02-28-a-i0009,de,mduring,impresso-newsagencies: DE,True,train
295,luxwort-1868-07-16-a-i0004,de,mduring,impresso-newsagencies: DE,True,train
296,luxwort-1869-08-20-a-i0024,de,mduring,impresso-newsagencies: DE,True,dev
297,luxwort-1869-09-05-a-i0022,de,mduring,impresso-newsagencies: DE,True,test
298,luxwort-1869-09-22-a-i0010,de,mduring,impresso-newsagencies: DE,True,dev
299,luxwort-1870-05-18-a-i0005,de,mduring,impresso-newsagencies: DE,True,train
300,luxwort-1871-09-06-a-i0023,de,mduring,impresso-newsagencies: DE,True,train
301,luxwort-1871-09-14-a-i0019,de,mduring,impresso-newsagencies: DE,True,test
302,luxwort-1872-04-08-a-i0029,de,mduring,impresso-newsagencies: DE,True,train
303,luxwort-1873-07-18-a-i0028,de,mduring,impresso-newsagencies: DE,True,train
304,luxwort-1874-05-02-a-i0002,de,mduring,impresso-newsagencies: DE,True,train
305,luxwort-1874-06-15-a-i0029,de,mduring,impresso-newsagencies: DE,True,train
306,luxwort-1874-09-16-a-i0004,de,mduring,impresso-newsagencies: DE,True,dev
307,luxwort-1874-10-01-a-i0005,de,mduring,impresso-newsagencies: DE,True,train
308,luxwort-1874-10-31-a-i0011,de,mduring,impresso-newsagencies: DE,True,train
309,luxwort-1875-02-03-a-i0021,de,mduring,impresso-newsagencies: DE,True,train
310,luxwort-1875-09-20-a-i0010,de,mduring,impresso-newsagencies: DE,True,test
311,luxwort-1875-10-07-a-i0018,de,mduring,impresso-newsagencies: DE,True,train
312,luxwort-1875-10-20-a-i0001,de,mduring,impresso-newsagencies: DE,True,dev
313,luxwort-1875-10-25-a-i0005,de,mduring,impresso-newsagencies: DE,True,train
314,luxwort-1876-08-30-a-i0004,de,mduring,impresso-newsagencies: DE,True,train
315,luxwort-1876-09-11-a-i0005,de,mduring,impresso-newsagencies: DE,True,train
